ID,Leaf.1.adjusted,Leaf.2.adjusted,Leaf.3.adjusted,neg_recip_L1_adj,neg_recip_L2_adj,neg_recip_L3_adj,Internode_1_day_21,Internode_2_day_21,Internode_3_day_21,Height_mm_day_21,Number_leaves_day_21,Day_germ,Ever_flowered,more_than_one_flower_per_day,flowers_per_day_greater_than_one,more_than_one_flower_on_cyme,flowers_per_cyme_greater_than_one,TwoOrMore,ThreeOrMore,Color_numeric,Cyme_length,flowers_per_day,Flowers_buds_on_cymepeduncle,Cor_Length,Cor_tissue_Length,Cor_Width,L_over_W,LV_over_L,Style_Length,Anther_stigma_position,Nectar.volume.uL,LnNectaruLPlusOne,n_flowers,Pollen_per_flower,avg.number,avg.size,Sterility
F2_030,7,10,11,-0.142857142857143,-0.1,-0.0909090909090909,8,7,41,750,13,78,1,0,NA,0,NA,0,0,1,16.2,1,1,24.2,28,17.3,1.39884393063584,1.15702479338843,16.5,0,0,0,1,NA,NA,NA,0
F2_031,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,10,15,77,448,6,140,1,0,NA,1,2,0,0,1,18,1,2,21.2,26.4,18.9,1.12169312169312,1.24528301886792,15.2,0.5,0,0,1,NA,NA,NA,0
F2_032,9,10,13,-0.111111111111111,-0.1,-0.0769230769230769,14,13,129,510,9,142.5,1,0,NA,1,1.5,1,0,1,16,1,1.5,26.7,29.75,18.9,1.41212206047032,1.11765412047172,15.95,0,0,0,2,NA,NA,NA,0
F2_033,7,9,11,-0.142857142857143,-0.111111111111111,-0.0909090909090909,8,12,70,830,13,130,1,0,NA,1,2,1,1,1,42.55,1,2,27.7,31.975,23.8,1.16242600102221,1.15947703559801,16.725,0,0.44924774946334,0.371044628339029,4,562.5,NA,NA,0
F2_034,8,10,12,-0.125,-0.1,-0.0833333333333333,9,11,73,438,14,119.5,1,0,NA,1,1.75,1,1,1,27.55,1,1.75,28.8,33.75,25.675,1.12724921571431,1.17199102926157,17.725,0,1.13725654059951,0.759523016207045,4,NA,NA,NA,0
F2_035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_036,8,10,12,-0.125,-0.1,-0.0833333333333333,13,17,82,880,10,112.5,1,1,1.16666666666667,1,1.33333333333333,1,1,1,19.15,1.16666666666667,1.33333333333333,26.7166666666667,30.5666666666667,21.3333333333333,1.25477388091074,1.1440413316806,15.7333333333333,0,0.180117978805815,0.165614415518528,6,498.75,326.5,74.83243682,0
F2_037,8,10,16,-0.125,-0.1,-0.0625,6,6,33,574,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_038,8,11,16,-0.125,-0.0909090909090909,-0.0625,13,28,125,852,10,150,1,0,NA,0,NA,0,0,1,21.9,1,1,26.6,30.5,19.8,1.34343434343434,1.14661654135338,16.4,0,0,0,1,NA,NA,NA,0
F2_039,8,10,13,-0.125,-0.1,-0.0769230769230769,8,11,70,611,10,119.2,1,1,1.2,1,1.2,1,1,1,24.68,1.2,1.2,26.4,30.26,20.88,1.27801279840758,1.14860647734491,15.68,0,0.175929188601028,0.162058633888877,5,NA,NA,NA,0
F2_040,8,10,12,-0.125,-0.1,-0.0833333333333333,12,14,82,939,12,106,1,0,NA,1,1.5,1,0,0,27.8,1,1.5,28.7,32.55,23.55,1.21964640086596,1.13447061680427,16.9,0,0.270176968208722,0.239156235809119,2,NA,NA,NA,0
F2_041,8,9,12,-0.125,-0.111111111111111,-0.0833333333333333,12,20,122,970,14,148,1,1,1.25,0,NA,1,1,1,19.1,1.25,1,27.925,32.725,24.075,1.15863694731997,1.17231665857123,17.35,0,0.160221225333079,0.148610698429182,4,NA,NA,NA,0
F2_042,8,10,12,-0.125,-0.1,-0.0833333333333333,16,19,101,465,13,113.2,1,1,1.2,1,1.8,1,1,1,23.08,1.2,1.8,25.88,29.98,21.6,1.20799713503183,1.15892580487102,15.6,0,0.457415890362674,0.376664929421361,5,788.75,372,72.83287661,0
F2_043,8,9,11,-0.125,-0.111111111111111,-0.0909090909090909,14,9,50,822,13,82,1,0,NA,0,NA,1,0,1,26.8,1,1,28,32.7,22.2,1.26126126126126,1.16740099390338,17.8,0,0.320442450666159,0.277966870333301,2,NA,NA,NA,0
F2_044,9,10,13,-0.111111111111111,-0.1,-0.0769230769230769,12,14,75,459,9,71.3333333333333,1,1,1.66666666666667,0,NA,1,1,1,24.1333333333333,1.66666666666667,1,27.0333333333333,32,21.0333333333333,1.28994637203592,1.09965635738832,15.5333333333333,-0.166666666666667,0.251327412287183,0.224204917695335,3,NA,NA,NA,0
F2_045,8,10,12,-0.125,-0.1,-0.0833333333333333,13,14,58,875,11,107.2,1,0,NA,0,NA,1,1,0,26.76,1,1,24.56,28.72,18.12,1.37043271456718,1.17022592962844,14.82,-0.1,0.0552920307031804,0.0538175349779449,5,NA,NA,NA,0
F2_046,9,10,13,-0.111111111111111,-0.1,-0.0769230769230769,14,25,96,357,8,117.666666666667,1,0,NA,0,NA,1,1,1,20.6666666666667,1,1,26.4,29.9,20.6666666666667,1.2834441100695,1.13241142645452,16.4333333333333,0,0,0,3,NA,NA,NA,0
F2_047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_048,8,10,13,-0.125,-0.1,-0.0769230769230769,12,20,104,966,11,74.2,1,1,1.5,1,1.8,1,1,1,27.6,1.5,1.8,26.02,30.4571428571429,20.94,1.24576103877374,1.15229501542829,15.6,0,0.336778732464826,0.290262788885259,10,637.5,426,76.67537418,0
F2_049,8,10,13,-0.125,-0.1,-0.0769230769230769,12,15,78,649,8,125,1,0,NA,1,1.8,1,1,0,56.3,1,1.8,29.06,33.32,22.7,1.28290162445301,1.14659936840029,16.56,0,0.354371651324929,0.303337620818068,5,986.25,261.5,70.69073857,0
F2_050,8,9,12,-0.125,-0.111111111111111,-0.0833333333333333,8,7,42,681,13,97.571428571429,1,0,NA,1,1.42857142857143,1,1,1,26.0142857142857,1,1.42857142857143,28.4571428571429,33.0166666666667,22.5285714285714,1.26517821931669,1.15791448825473,16.8857142857143,0,0.114892531331284,0.108758015810554,7,528.75,NA,NA,0
F2_051,8,9,12,-0.125,-0.111111111111111,-0.0833333333333333,6,35,80,399,9,117.333333333333,1,1,1.5,1,1.5,1,1,1,10.9833333333333,1.5,1.5,24.65,27.2666666666667,19.7166666666667,1.26116154343039,1.10688260340983,15.6666666666667,0.0833333333333333,0,0,6,228.75,81,66.44227314,0
F2_052,8,10,12,-0.125,-0.1,-0.0833333333333333,9,17,71,903,14,71.428571428571,1,1,1.57142857142857,1,1.42857142857143,1,1,1,35.4142857142857,1.57142857142857,1.42857142857143,27.0714285714286,33.5,24.3,1.12938796324335,1.21228956228956,14.8857142857143,-0.142857142857143,0.689355187987703,0.524346910558545,7,51.25,270,72.32431441,0
F2_053,8,10,12,-0.125,-0.1,-0.0833333333333333,15,28,94,872,13,177,1,1,1.33333333333333,1,1.33333333333333,1,1,1,22.5666666666667,1.33333333333333,1.33333333333333,29.4,33.5,23.7333333333333,1.23726708074534,1.14000810863284,16.9,0,0.205250720034533,0.186687611718503,3,NA,NA,NA,0
F2_054,8,10,13,-0.125,-0.1,-0.0769230769230769,8,13,61,420,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_055,8,9,12,-0.125,-0.111111111111111,-0.0833333333333333,11,14,73,706,11,104.2,1,0,NA,1,1.4,1,1,1,29.44,1,1.4,30.32,35.66,23.28,1.34861158184733,1.1763947143324,17.92,0,1.18123883774976,0.779892989591501,5,510,NA,NA,0
F2_056,8,10,12,-0.125,-0.1,-0.0833333333333333,8,14,61,456,12,140.333333333333,1,0,NA,1,1.66666666666667,1,1,1,23.35,1,1.66666666666667,25.1833333333333,29,21.15,1.19548912509549,1.15185606494999,15.6,0.0833333333333333,0.383274303737955,0.324453372667363,6,NA,NA,NA,0
F2_057,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,6,7,51,658,9,100,1,0,NA,1,2,1,0,0,21.1,1,2,26.2,30.35,19.2,1.36521739130435,1.15755322251385,16.3,0,0,0,2,NA,NA,NA,0
F2_058,8,10,12,-0.125,-0.1,-0.0833333333333333,10,20,81,739,11,151.4,1,1,1.6,1,1.8,1,1,1,29.44,1.6,1.8,26.98,31.7,24.74,1.0924412950646,1.17514994866038,16.88,0,0.175929188601028,0.162058633888877,5,295,162.5,67.39938666,0
F2_059,8,10,12,-0.125,-0.1,-0.0833333333333333,10,15,76,722,12,125.8,1,0,NA,1,1.6,1,1,1,28.86,1,1.6,27.56,32.08,21.84,1.30104224948331,1.16379615714899,16.56,0,0.485061905714264,0.395456458735442,5,170,226.3333333,71.53049263,0
F2_060,7,9,12,-0.142857142857143,-0.111111111111111,-0.0833333333333333,14,14,104,790,14,87.5,1,0,NA,0,NA,1,0,1,19.05,1,1,25.7,30.25,23.05,1.11481272350838,1.17898418491484,16.05,0,0.0628318530717959,0.0609369053537217,2,NA,NA,NA,0
F2_061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_062,8,10,13,-0.125,-0.1,-0.0769230769230769,12,17,109,761,11,235.5,1,0,NA,1,1.5,1,0,1,18.4,1,1.5,27.5,30.7,20,1.42476229847044,1.11691729820524,16.8,0,0.119380520836412,0.112775425891173,2,NA,NA,NA,0
F2_063,8,10,13,-0.125,-0.1,-0.0769230769230769,12,24,115,744,10,171,1,0,NA,1,1.33333333333333,1,1,1,20.35,1,1.33333333333333,25.0833333333333,27.5333333333333,17.6833333333333,1.42089813578025,1.09768291140785,15.4166666666667,0.0833333333333333,0.154985237577096,0.144087562573544,6,215,NA,NA,0
F2_064,8,10,12,-0.125,-0.1,-0.0833333333333333,13,18,63,715,12,151.5,1,0,NA,1,2,1,0,0,27.85,1,2,27.5,32.6,24.3,1.13167796610169,1.18497637670227,17,0,0,0,2,NA,NA,NA,0
F2_065,8,10,13,-0.125,-0.1,-0.0769230769230769,9,10,63,617,8,253.5,1,1,2,1,1.5,1,0,0,14.355,2,1.5,22.45,25.55,19.1,1.17537139248153,1.13757702246074,13.25,0,0.182212373908208,0.16738757620178,2,NA,NA,NA,0
F2_066,9,9,13,-0.111111111111111,-0.111111111111111,-0.0769230769230769,11,45,53,384,10,199.599999999997,1,1,1.8,1,2,1,1,1,14.88,1.8,2,27.08,30.68,23.44,1.15898876622746,1.13346985150907,15.62,0,0,0,5,NA,NA,NA,1
F2_067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_068,8,10,13,-0.125,-0.1,-0.0769230769230769,15,25,108,875,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_069,8,10,12,-0.125,-0.1,-0.0833333333333333,10,9,62,643,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_070,8,10,13,-0.125,-0.1,-0.0769230769230769,11,10,72,705,8,139,1,1,1.16666666666667,1,2,1,1,1,33.4666666666667,1.16666666666667,2,27.9833333333333,33.3833333333333,25.5833333333333,1.10168437214946,1.19431070446357,18.8,0.0833333333333333,0.169646003293849,0.156701141741455,6,595,NA,NA,0
F2_071,8,10,12,-0.125,-0.1,-0.0833333333333333,15,27,73,389,11,132.5,1,0,NA,1,1.5,1,1,1,30.9,1,1.5,28.0666666666667,32.1,23.45,1.20096674659485,1.1438016421363,17.1,0,0.318348055563766,0.276379479794159,6,355,111,72.97919099,0
F2_072,8,10,12,-0.125,-0.1,-0.0833333333333333,13,15,76,872,10,190.5,1,1,1.25,1,2,1,1,1,29.225,1.25,2,26.325,30.3,20.9,1.26096220620072,1.15083449987741,14.125,-0.25,0.326725635973338,0.282713978866534,4,NA,NA,NA,0
F2_073,8,9,12,-0.125,-0.111111111111111,-0.0833333333333333,9,10,54,784,8,175,1,0,NA,0,NA,0,0,1,18.3,1,1,26.8,30.3,19.3,1.38860103626943,1.13059701492537,15.4,0,0.992743278534375,0.689512221360415,1,NA,NA,NA,0
F2_074,9,10,14,-0.111111111111111,-0.1,-0.0714285714285714,13,26,101,604,5,110.2,1,1,1.4,1,1.8,1,1,0,29.22,1.4,1.8,27.26,30.26,21.34,1.28287955131801,1.11057825749614,17.36,0,0.351858377202057,0.301480221543852,5,218.75,305,70.80471975,0
F2_075,8,10,13,-0.125,-0.1,-0.0769230769230769,20,28,127,1044,8,271,1,1,2,0,NA,0,0,1,11.2,2,1,22.9,26.8,18.5,1.23783783783784,1.1703056768559,12.6,-1,0,0,1,NA,NA,NA,0
F2_076,8,10,13,-0.125,-0.1,-0.0769230769230769,12,14,51,438,10,173,1,0,NA,0,NA,0,0,1,20.9,1,1,26.3,30.9,21,1.25238095238095,1.17490494296578,16.1,0,0,0,1,NA,NA,NA,0
F2_077,8,10,13,-0.125,-0.1,-0.0769230769230769,11,14,74,826,10,116.142857142858,1,0,NA,1,1.42857142857143,1,1,1,18.2428571428571,1,1.42857142857143,25,29.575,19.4142857142857,1.29283701986542,1.14944093115808,14.6428571428571,-0.142857142857143,0.0861693984984629,0.0826571932319266,7,NA,NA,NA,0
F2_078,8,10,12,-0.125,-0.1,-0.0833333333333333,13,11,51,709,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_079,8,10,12,-0.125,-0.1,-0.0833333333333333,12,14,82,777,8,177,1,0,NA,1,3.5,1,0,1,65.95,1,3.5,27.15,30.6,22.25,1.22174626321546,1.12691430433366,15.95,0,0.075398223686155,0.0726910336217166,2,NA,NA,NA,0
F2_080,8,9,12,-0.125,-0.111111111111111,-0.0833333333333333,14,9,66,928,11,190,1,0,NA,1,1.25,1,1,0,20.175,1,1.25,26.5,30.15,19.625,1.35434188175627,1.13834567773247,15.925,0,0.0251327412287183,0.0248221078432733,4,NA,NA,NA,0
F2_081,8,10,13,-0.125,-0.1,-0.0769230769230769,12,13,56,437,9,130.8,1,1,1.4,1,1.8,1,1,0,25.38,1.4,1.8,24.46,28.46,19.48,1.25717460753127,1.16478836458439,15.78,0.2,0.0779114978090269,0.0750253706091423,5,NA,NA,NA,0
F2_082,NA,NA,NA,NA,NA,NA,0,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_083,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,17,19,85,404,5,162.75,1,1,1.25,0,NA,1,1,0,21.625,1.25,1,25.975,29.75,19.875,1.3087674362367,1.14581986522809,14.75,0,0.0219911485751286,0.0217528308586142,4,NA,NA,NA,0
F2_084,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,14,30,118,137,8,153.6,1,0,NA,1,1.2,1,1,1,26.02,1,1.2,27.44,31.58,19.72,1.41707043657929,1.15247738479154,15.38,0,0.0326725635973339,0.0321501637014837,5,550,321,66.99915979,0
F2_085,8,10,13,-0.125,-0.1,-0.0769230769230769,8,10,69,465,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_086,9,12,14,-0.111111111111111,-0.0833333333333333,-0.0714285714285714,11,17,63,593,7,132.5,1,1,2.33333333333333,0,NA,1,1,1,15.8,2.33333333333333,1,25.2666666666667,29.35,22.1,1.14460105292951,1.16115255934808,16.2333333333333,0,0.414690230273853,0.346910588594661,6,63.75,277,71.22211399,0
F2_087,9,12,16,-0.111111111111111,-0.0833333333333333,-0.0625,12,20,91,428,5,208,1,0,NA,0,NA,0,0,0,15.9,1,1,24.5,28.1,17,1.44117647058824,1.1469387755102,13.4,0,0,0,1,NA,NA,NA,0
F2_088,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,12,20,76,578,9,142,1,1,1.2,1,1.6,1,1,1,17.16,1.2,1.6,26.42,30.56,22.66,1.17187413921137,1.15723993251422,15.72,0,0.118123883774976,0.1116521769796,5,115,345,70.44719188,0
F2_089,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,11,20,86,514,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_090,10,12,15,-0.1,-0.0833333333333333,-0.0666666666666667,15,30,116,446,5,176.5,1,0,NA,0,NA,1,0,0,20,1,1,26.95,31.15,22.4,1.20528846153846,1.15600767171675,16.5,0,0,0,2,NA,NA,NA,0
F2_091,10,12,15,-0.1,-0.0833333333333333,-0.0666666666666667,15,34,12,577,7,171,1,1,1.5,0,NA,1,0,1,17.1,1.5,1,29,31.65,19.35,1.50094889340319,1.09139094121426,18.35,0,0.490088453960008,0.398835483269162,2,NA,NA,NA,0
F2_092,10,12,15,-0.1,-0.0833333333333333,-0.0666666666666667,16,38,137,422,5,153,1,1,1.33333333333333,1,2.33333333333333,1,1,1,30.0666666666667,1.33333333333333,2.33333333333333,28.0666666666667,31.9333333333333,23.3666666666667,1.20141530817099,1.13750682034807,15.6666666666667,0,0.561297887441376,0.44551745448774,3,NA,NA,NA,0
F2_093,13,14,16,-0.0769230769230769,-0.0714285714285714,-0.0625,14,7,51,216,6,159,1,0,NA,1,1.2,1,1,0,26.6,1,1.2,27.94,32.2,22.7,1.23571362536732,1.15344213752518,17.26,0.1,0.0125663706143592,0.0124880690742281,5,NA,NA,NA,0
F2_094,10,12,15,-0.1,-0.0833333333333333,-0.0666666666666667,19,31,130,635,7,140.333333333333,1,1,1.16666666666667,1,1.33333333333333,1,1,1,18.5,1.16666666666667,1.33333333333333,26.3166666666667,29.95,19.95,1.32008451399878,1.13762309153012,15.65,0,0.136135681655558,0.127632751243876,6,417.5,NA,NA,0
F2_095,9,12,14,-0.111111111111111,-0.0833333333333333,-0.0714285714285714,12,21,63,594,9,193.5,1,0,NA,1,1.5,1,1,1,33.1,1,1.5,29.15,32.75,22.3,1.31529003620983,1.12441944173185,18.15,0,0.207345115136926,0.188423829279672,4,NA,NA,NA,0
F2_096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_097,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,9,11,62,457,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_098,9,12,15,-0.111111111111111,-0.0833333333333333,-0.0666666666666667,20,49,148,661,7,159,1,0,NA,0,NA,1,0,1,20.25,1,1,27.35,31.2,20.65,1.33973447131342,1.14086229946524,15.75,0,0.0439822971502571,0.0430425325640523,2,NA,NA,NA,0
F2_099,8,10,12,-0.125,-0.1,-0.0833333333333333,12,10,65,500,9,208.5,1,0,NA,0,NA,1,0,1,22.25,1,1,27.7,32.65,23.2,1.19645085004562,1.17876133875508,16.9,0,0.0376991118430775,0.0370058697388553,2,NA,NA,NA,0
F2_100,8,10,13,-0.125,-0.1,-0.0769230769230769,13,17,84,444,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_101,8,10,12,-0.125,-0.1,-0.0833333333333333,11,12,58,906,9,142.333333333333,1,0,NA,1,1.66666666666667,1,1,1,22.6333333333333,1,1.66666666666667,24.5333333333333,30.3333333333333,21.3,1.15268900161906,1.2374519575272,15.3,0,0.0418879020478639,0.0410343579354982,3,NA,NA,NA,0
F2_102,8,10,12,-0.125,-0.1,-0.0833333333333333,13,20,75,807,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_103,9,10,14,-0.111111111111111,-0.1,-0.0714285714285714,12,13,89,400,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_104,9,10,13,-0.111111111111111,-0.1,-0.0769230769230769,11,18,60,414,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_105,9,10,13,-0.111111111111111,-0.1,-0.0769230769230769,15,17,83,818,8,150.25,1,0,NA,1,1.75,1,1,1,36.55,1,1.75,29.55,34.425,24.325,1.21448341641581,1.1647802936613,17.625,0,0.175929188601028,0.162058633888877,4,NA,NA,NA,0
F2_106,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,11,31,114,893,10,81.1666666666667,1,1,1.16666666666667,1,1.66666666666667,1,1,1,24.15,1.16666666666667,1.66666666666667,27.6833333333333,30.76,18.7,1.49906609013079,1.12189131563705,15.5833333333333,-0.0833333333333333,0.0942477796076938,0.0900671679414525,6,498.75,NA,NA,0
F2_107,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,18,44,145,792,8,208,1,0,NA,0,NA,0,0,0,18.6,1,1,26.8,30.1,20.5,1.30731707317073,1.12313432835821,15.3,0,0,0,1,NA,NA,NA,0
F2_108,9,10,13,-0.111111111111111,-0.1,-0.0769230769230769,17,23,106,799,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_109,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,13,24,105,838,6,144,1,0,NA,0,NA,0,0,1,21,1,1,25.8,29.6,21.8,1.18348623853211,1.14728682170543,15.6,0,0.276460153515902,0.244090741791823,1,NA,NA,NA,0
F2_110,8,10,12,-0.125,-0.1,-0.0833333333333333,15,5,73,449,8,203,1,0,NA,0,NA,0,0,1,12.1,1,1,21.9,26.3,20.4,1.07352941176471,1.20091324200913,14.2,0,0,0,1,NA,NA,NA,1
F2_111,10,12,14,-0.1,-0.0833333333333333,-0.0714285714285714,14,18,76,647,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_112,9,10,13,-0.111111111111111,-0.1,-0.0769230769230769,8,15,53,524,9,126,1,0,NA,0,NA,0,0,1,17.5,1,1,29.5,34.5,23.8,1.23949579831933,1.16949152542373,17.4,0,0,0,1,NA,NA,NA,0
F2_113,8,9,12,-0.125,-0.111111111111111,-0.0833333333333333,15,17,70,672,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_114,8,10,13,-0.125,-0.1,-0.0769230769230769,14,18,92,435,7,98,1,0,NA,0,NA,0,0,1,22.6,1,1,23.6,27,18.2,1.2967032967033,1.14406779661017,15.8,0,0,0,1,NA,NA,NA,0
F2_115,10,13,15,-0.1,-0.0769230769230769,-0.0666666666666667,17,40,122,661,5,172,1,0,NA,1,1.8,1,1,1,23.2,1,1.8,26.78,30.68,21.88,1.22444055954347,1.14568926814248,16.32,0,0.148283173249438,0.13826793407376,5,NA,NA,NA,0
F2_116,8,10,13,-0.125,-0.1,-0.0769230769230769,15,22,70,402,10,285,1,0,NA,0,NA,1,0,1,15.175,1,1,29.3,33.2,20.2,1.45553262578616,1.13309172269936,16.5,0,0.213628300444106,0.193614468196991,2,NA,NA,NA,0
F2_117,9,12,14,-0.111111111111111,-0.0833333333333333,-0.0714285714285714,20,29,105,417,9,86,1,0,NA,0,NA,0,0,1,15.9,1,1,28.8,31.9,20.4,1.41176470588235,1.10763888888889,17,0,0,0,1,NA,NA,NA,0
F2_118,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,19,26,112,404,6,189,1,0,NA,0,NA,0,0,1,19.5,1,1,24.9,28.4,18.4,1.35326086956522,1.14056224899598,13.9,0,0,0,1,NA,NA,NA,0
F2_119,10,12,14,-0.1,-0.0833333333333333,-0.0714285714285714,15,23,72,706,7,153.25,1,0,NA,1,1.5,1,1,0,24.2,1,1.5,27.275,30.775,20.825,1.31189246389389,1.12990735904393,15.05,0,0.210486707790516,0.191022516576097,4,NA,NA,NA,0
F2_120,9,12,14,-0.111111111111111,-0.0833333333333333,-0.0714285714285714,18,36,97,469,8,189,1,0,NA,0,NA,1,1,1,24.1333333333333,1,1,27.5333333333333,32.1333333333333,22.1666666666667,1.24104855998654,1.16799984578611,18.2,0,0.561297887441376,0.44551745448774,3,NA,NA,NA,0
F2_121,9,12,14,-0.111111111111111,-0.0833333333333333,-0.0714285714285714,13,17,93,409,7,104.333333333333,1,0,NA,1,1.33333333333333,1,1,1,23.2,1,1.33333333333333,24.9166666666667,27.7166666666667,18.1666666666667,1.38377749484146,1.11272590555133,14.5,0,0.075398223686155,0.0726910336217166,6,360,272,69.27656447,0
F2_122,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,13,13,64,796,8,150,1,0,NA,0,NA,1,1,0,25.925,1,1,27.925,32.6,21.925,1.29285019704181,1.16698683753751,17.15,0,0.0942477796076938,0.0900671679414525,4,NA,NA,NA,0
F2_123,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,9,18,91,377,7,125.5,1,0,NA,0,NA,1,0,1,23.8,1,1,25.95,30.6,19.95,1.31505265861803,1.18122759856631,16.6,0,0.326725635973338,0.282713978866534,2,NA,NA,NA,0
F2_124,9,9,13,-0.111111111111111,-0.111111111111111,-0.0769230769230769,14,97,115,394,8,192,1,0,NA,0,NA,0,0,1,16.9,1,1,27,30.7,19.2,1.40625,1.13703703703704,16.9,0,0.15079644737231,0.140454265596565,1,NA,NA,NA,0
F2_125,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,13,23,90,407,8,84,1,0,NA,1,2,0,0,1,17,1,2,26.2,29.9,20.4,1.2843137254902,1.1412213740458,17,0,0.100530964914873,0.0957927587215438,1,NA,NA,NA,0
F2_126,10,12,14,-0.1,-0.0833333333333333,-0.0714285714285714,17,44,118,699,5,91.4,1,1,1.2,1,1.8,1,1,1,40.04,1.2,1.8,26.98,30.7,21.32,1.26577816706119,1.13688340530302,15.54,0,0.482548631591392,0.393762655123308,5,NA,53,69.84222642,0
F2_127,10,11,13,-0.1,-0.0909090909090909,-0.0769230769230769,18,16,88,468,5,299,1,0,NA,1,2,0,0,0,20.4,1,2,25,28.2,18.1,1.38121546961326,1.128,13.4,0,0,0,1,NA,NA,NA,0
