ID,Leaf.1.adjusted,Leaf.2.adjusted,Leaf.3.adjusted,neg_recip_L1_adj,neg_recip_L2_adj,neg_recip_L3_adj,Internode_1_day_21,Internode_2_day_21,Internode_3_day_21,Height_mm_day_21,Number_leaves_day_21,Day_germ,Ever_flowered,more_than_one_flower_per_day,flowers_per_day_greater_than_one,more_than_one_flower_on_cyme,flowers_per_cyme_greater_than_one,TwoOrMore,ThreeOrMore,Color_numeric,Cyme_length,flowers_per_day,Flowers_buds_on_cymepeduncle,Cor_Length,Cor_tissue_Length,Cor_Width,L_over_W,LV_over_L,Style_Length,Anther_stigma_position,Nectar.volume.uL,LnNectaruLPlusOne,n_flowers,Pollen_per_flower,avg.number,avg.size,Sterility
F2_128,11,13,14,-0.0909090909090909,-0.0769230769230769,-0.0714285714285714,12,17,66,571,5,116.375,1,1,1.875,1,1.375,1,1,1,27.475,1.875,1.375,28.1125,33.2125,23.3125,1.20935774547772,1.18243696740974,17.3375,0,0.37856191475757,0.321040865059642,8,122.5,90,64.7043675,0
F2_129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_130,10,12,14,-0.1,-0.0833333333333333,-0.0714285714285714,11,26,104,719,7,115.857142857142,1,1,1.42857142857143,1,1.71428571428571,1,1,1,23.3142857142857,1.42857142857143,1.71428571428571,25.3714285714286,29.1,20.4,1.24622101269734,1.14790844396933,14.7714285714286,0,0.19208595081949,0.175704672435807,7,NA,141.5,68.97767097,0
F2_131,10,10,13,-0.1,-0.1,-0.0769230769230769,6,10,19,407,6,177.666666666667,1,1,1.33333333333333,1,2,1,1,0,14.7333333333333,1.33333333333333,2,25.2666666666667,28.4333333333333,21.2333333333333,1.19454881311499,1.12582019848799,15.4666666666667,0.666666666666667,0,0,3,NA,NA,NA,1
F2_132,10,10,13,-0.1,-0.1,-0.0769230769230769,15,84,99,483,10,96,1,0,NA,0,NA,0,0,1,18.1,1,1,26.4,31.5,23.4,1.12820512820513,1.19318181818182,15,0,0,0,1,NA,NA,NA,0
F2_133,9,11,12,-0.111111111111111,-0.0909090909090909,-0.0833333333333333,10,11,63,1110,11,145.2,1,0,NA,1,1.4,1,1,1,17.04,1,1.4,25.56,29,19.4,1.3253924104485,1.11795776598175,16.5,0.1,0.0980176907920016,0.0935064547899688,5,NA,NA,NA,0
F2_134,9,11,12,-0.111111111111111,-0.0909090909090909,-0.0833333333333333,9,9,77,1011,8,178.25,1,1,1.25,1,1.25,1,1,0,19.275,1.25,1.25,27.725,32.3,21.875,1.27124119050525,1.16655211947668,17.625,0.25,0.436681378848981,0.362335855893244,4,0,NA,NA,0
F2_135,9,11,12,-0.111111111111111,-0.0909090909090909,-0.0833333333333333,11,16,74,960,13,193,1,0,NA,0,NA,0,0,1,13.1,1,1,25.8,29.6,21.4,1.20560747663551,1.14728682170543,14.5,0,0,0,1,NA,NA,NA,0
F2_136,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,11,11,66,906,10,134.666666666667,1,0,NA,0,NA,1,1,0,18.7666666666667,1,1,26.0666666666667,30.1,20.8666666666667,1.25521682266256,1.15504473393179,16.2666666666667,0,0,0,3,NA,NA,NA,0
F2_137,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,6,14,42,494,6,138,1,1,1.83333333333333,1,1.5,1,1,1,24.15,1.83333333333333,1.5,26.35,30.05,20.7833333333333,1.26966567041087,1.14078765394827,14.7666666666667,0,0.420973415581032,0.351342140692976,6,437.5,NA,NA,0
F2_138,13,16,16,-0.0769230769230769,-0.0625,-0.0625,5,3,1,48,5,151.6,1,1,1.2,1,1.2,1,1,0,18.34,1.2,1.2,29.18,33.06,21.16,1.40226401536091,1.13259144557407,16.68,0.1,0.276460153515902,0.244090741791823,5,352.5,NA,NA,0
F2_139,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,9,10,65,726,9,141.6,1,0,NA,1,1.4,1,1,1,24.28,1,1.4,28,31.9,21.88,1.28286312139822,1.13952103474842,15.94,0,0.143256625003695,0.133880878425478,5,170,NA,NA,0
F2_140,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,8,8,50,731,7,96,1,0,NA,1,2,0,0,1,20.8,1,2,26.6,30.8,23.8,1.11764705882353,1.15789473684211,16.7,0,0.15079644737231,0.140454265596565,1,NA,NA,NA,0
F2_141,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,10,17,73,814,6,135.75,1,1,1.625,1,1.125,1,1,1,14.9,1.625,1.125,25.5,31.74,21.6125,1.17831275035681,1.16732108672734,15.3375,0,0.237190245346029,0.212842877337648,8,NA,NA,NA,0
F2_142,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,10,22,73,960,8,77,1,1,2,0,NA,1,0,1,23.95,2,1,28.3,30.7,20.9,1.35393772893773,1.08433283358321,15.55,0,0,0,2,NA,NA,NA,0
F2_143,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,7,7,50,788,8,199,1,0,NA,1,2,0,0,1,22.3,1,2,31.1,35.1,21.3,1.46009389671362,1.12861736334405,16.7,0,0.552920307031804,0.440137227351992,1,NA,NA,NA,0
F2_144,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,12,21,61,679,11,144.2,1,0,NA,1,1.6,1,1,0,21.06,1,1.6,27,31.14,21.38,1.26415537894456,1.15368765086139,16.46,0,0.271433605270158,0.240145086876191,5,NA,138.5,68.00835888,0
F2_145,10,11,15,-0.1,-0.0909090909090909,-0.0666666666666667,8,10,61,600,5,182.5,1,0,NA,0,NA,1,0,1,19.55,1,1,26.6,31.4,22.35,1.189776050639,1.17999886775362,16.7,0,0.201061929829747,0.183206106988845,2,NA,NA,NA,0
F2_146,8,10,12,-0.125,-0.1,-0.0833333333333333,11,10,55,430,12,123.75,1,0,NA,1,1.25,1,1,1,23.325,1,1.25,25.925,30.0666666666667,20.325,1.2924921457,1.12979025446058,15,0,0.248185819633594,0.221691152800808,4,NA,NA,NA,0
F2_147,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,9,13,58,749,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_148,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,8,9,56,422,8,152.5,1,0,NA,1,1.25,1,1,1,16.625,1,1.25,27.6,32.775,24.7,1.11676800418136,1.1894562414969,17.05,0,0.4618141200777,0.379678212394777,4,NA,NA,NA,0
F2_149,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,14,12,85,410,7,121.75,1,0,NA,0,NA,1,1,1,20.65,1,1,24.525,29.6,18.925,1.29441345503719,1.15435654548558,15.65,0,0.015707963267949,0.0155858701097517,4,NA,NA,NA,0
F2_150,9,11,14,-0.111111111111111,-0.0909090909090909,-0.0714285714285714,9,7,40,680,8,123.75,1,0,NA,0,NA,1,1,1,18.55,1,1,25.9,29.925,20.975,1.23898148617963,1.15578037508235,16.7,0,0.314159265358979,0.273197119231186,4,NA,NA,NA,0
F2_151,8,10,13,-0.125,-0.1,-0.0769230769230769,8,7,67,542,10,140,1,0,NA,1,1.6,1,1,1,20.66,1,1.6,27.18,30.82,20.22,1.35745697194055,1.13755972982756,16.74,0,0.183469010969644,0.168449965404031,5,490,202.5,70.38160174,0
F2_152,9,10,12,-0.111111111111111,-0.1,-0.0833333333333333,10,10,51,822,12,159.75,1,0,NA,1,1.75,1,1,0,22.45,1,1.75,27.25,31.475,21.75,1.25483481288115,1.1553734834826,16.075,0,0.351858377202057,0.301480221543852,4,NA,NA,NA,0
F2_153,8,11,13,-0.125,-0.0909090909090909,-0.0769230769230769,6,7,38,626,10,160.4,1,0,NA,0,NA,1,1,1,23.88,1,1,28.38,32.62,23.04,1.23603365679155,1.14944730946633,16.14,0,0.243787589918568,0.218161232084063,5,508.75,NA,NA,0
F2_154,9,9,9,-0.111111111111111,-0.111111111111111,-0.111111111111111,5,4,6,463,14,169,1,1,1.2,1,1.2,1,1,1,13.9,1.2,1.2,26.02,28.92,17.78,1.47329548846094,1.11233345767307,15.58,0.7,0,0,5,281.25,NA,NA,1
F2_155,9,12,14,-0.111111111111111,-0.0833333333333333,-0.0714285714285714,10,14,64,734,7,120.6,1,0,NA,1,1.4,1,1,1,34.86,1,1.4,27.56,32.6,23.6,1.1680646750327,1.18329629658212,15.02,-0.1,0.686123835544011,0.522432306196755,5,770,NA,NA,0
F2_156,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,7,7,47,410,9,181.2,1,1,1.4,1,1.6,1,1,1,25.76,1.4,1.6,26.3,30.86,22.62,1.16665110594898,1.17434315231135,14.775,-0.2,0.138230076757951,0.129474491682205,5,NA,NA,NA,0
F2_157,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,6,4,22,435,7,139,1,1,1.33333333333333,0,NA,1,1,1,18.6666666666667,1.33333333333333,1,26.2333333333333,29.9333333333333,20.8666666666667,1.2752674368849,1.14089180154441,16.3666666666667,0,0.0418879020478639,0.0410343579354982,3,NA,NA,NA,0
F2_158,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,10,14,66,578,9,151.8,1,1,1.2,1,1.4,1,1,1,17.92,1.2,1.4,26.74,30.7,20.14,1.3281613901505,1.14828340484469,16.52,0,0.0703716754404114,0.0680059483829025,5,730,NA,NA,0
F2_159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_160,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,7,6,54,757,9,158.2,1,1,1.4,1,1.2,1,1,1,20.06,1.4,1.2,27.4,31.26,20.5,1.34206873807486,1.14062560844921,16.98,0,0.241274315795696,0.21613852595028,5,NA,NA,NA,0
F2_161,13,13,18,-0.0769230769230769,-0.0769230769230769,-0.0555555555555556,2,1,5,34,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_162,11,12,15,-0.0909090909090909,-0.0833333333333333,-0.0666666666666667,8,7,48,553,5,151,1,0,NA,1,2,1,1,0,30.4,1,2,27.6333333333333,31.5666666666667,22.3333333333333,1.23661672340457,1.14283399140542,16.3666666666667,0,0.0586430628670095,0.0569879586876923,3,NA,NA,NA,0
F2_163,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,11,12,77,740,11,125.8,1,1,1.2,1,1.4,1,1,1,18.86,1.2,1.4,26.62,30.62,22.22,1.19966848147265,1.15010453917029,15.94,0,0.45238934211693,0.373210022412785,5,600,292.5,69.43550509,0
F2_164,13,13,16,-0.0769230769230769,-0.0769230769230769,-0.0625,9,4,21,247,4,184.833333333333,1,0,NA,1,1.66666666666667,1,1,0,17.2666666666667,1,1.66666666666667,28.35,32.05,22.2333333333333,1.27779103516936,1.1308641452548,16.5833333333333,0.166666666666667,0.0188495559215388,0.0186741044022595,6,NA,NA,NA,0
F2_165,8,10,13,-0.125,-0.1,-0.0769230769230769,10,14,90,860,11,145.6,1,1,1.4,1,2,1,1,1,22.72,1.4,2,25.38,29.3,20.28,1.25502792675643,1.15488688667436,14.92,0,0.203575203952619,0.185296463993424,5,456.25,335.5,69.13096469,0
F2_166,10,13,14,-0.1,-0.0769230769230769,-0.0714285714285714,11,11,62,698,8,82,1,0,NA,1,1.2,1,1,0,21.9,1,1.2,27.24,31.175,19.18,1.4547157622739,1.13196410059694,16.56,0,0.075398223686155,0.0726910336217166,5,238.75,407,71.82309399,0
F2_167,9,10,13,-0.111111111111111,-0.1,-0.0769230769230769,4,3,1,393,10,159.333333333333,1,0,NA,1,2.33333333333333,1,1,0,23.0666666666667,1,2.33333333333333,26.8666666666667,29.3666666666667,19.1666666666667,1.40666229395996,1.09512715368731,15.3666666666667,0,0,0,3,NA,NA,NA,1
F2_168,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,8,11,51,737,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_171,11,14,17,-0.0909090909090909,-0.0714285714285714,-0.0588235294117647,9,5,49,382,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_172,10,12,13,-0.1,-0.0833333333333333,-0.0769230769230769,12,11,57,943,10,161.833333333333,1,1,1.16666666666667,1,1.5,1,1,1,18.8833333333333,1.16666666666667,1.5,25.35,28.78,19.1833333333333,1.32377450504243,1.13201038534148,13.95,0,0.0628318530717959,0.0609369053537217,6,NA,NA,NA,0
F2_173,12,14,17,-0.0833333333333333,-0.0714285714285714,-0.0588235294117647,7,9,74,460,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_174,9,9,12,-0.111111111111111,-0.111111111111111,-0.0833333333333333,7,0,14,673,15,76,1,0,NA,0,NA,0,0,0,24,1,1,24,31,21,1.14285714285714,1.29166666666667,15,0,0.188495559215388,0.17268827134953,1,NA,NA,NA,0
F2_175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_176,16,16,17,-0.0625,-0.0625,-0.0588235294117647,6,7,38,158,3,152.4,1,1,1.2,1,1.6,1,1,1,33.58,1.2,1.6,28,32.06,21.78,1.28842196166133,1.14519129448588,17.82,0.1,0.221168122812721,0.199807878371106,5,717.5,NA,NA,0
F2_177,10,12,13,-0.1,-0.0833333333333333,-0.0769230769230769,10,10,50,745,14,101.125,1,1,1.5,1,1.75,1,1,1,25.75,1.5,1.75,26.225,30.05,20.775,1.26262099599463,1.16630289909402,16.1,0,0.216769893097696,0.196199718969214,8,NA,NA,NA,0
F2_178,9,11,13,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,7,9,54,868,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_179,15,15,16,-0.0666666666666667,-0.0666666666666667,-0.0625,6,3,3,268,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_180,10,12,14,-0.1,-0.0833333333333333,-0.0714285714285714,8,8,47,664,11,110.6,1,1,1.2,1,1.2,1,1,0,23.82,1.2,1.2,27.6,32.32,23,1.20038347589072,1.16957477389839,17.72,0.1,0.258867234655799,0.230212296487988,5,743.75,71,70.54909577,0
F2_181,10,12,14,-0.1,-0.0833333333333333,-0.0714285714285714,10,10,78,847,8,176.75,1,0,NA,0,NA,1,1,1,18.05,1,1,25.675,29.85,23.2,1.14808393617549,1.16244362893564,14.375,0,0.0345575191894877,0.0339738176142737,4,NA,NA,NA,0
F2_182,13,15,17,-0.0769230769230769,-0.0666666666666667,-0.0588235294117647,12,12,74,370,5,118.8,1,1,1.2,0,NA,1,1,1,16.48,1.2,1,25.14,30.06,21.96,1.14751018103655,1.19528049826798,14.78,0,0.374477844307903,0.318073909401146,5,435,364.5,72.44657622,0
F2_183,10,12,14,-0.1,-0.0833333333333333,-0.0714285714285714,10,16,82,874,9,80,1,1,1.2,1,1.4,1,1,1,24.05,1.2,1.4,26.88,31.4,20.36,1.32512312820343,1.1373286429624,16.56,0.1,0.103044239037745,0.0980738473888641,5,511.25,218,70.00049594,0
F2_184,12,14,15,-0.0833333333333333,-0.0714285714285714,-0.0666666666666667,10,10,54,644,6,154.6,1,1,1.8,0,NA,1,1,1,16.1,1.8,1,25.56,29.28,19.6,1.30602018396936,1.14728970309085,14.1,0,0.185982285092516,0.170571363779761,5,205,NA,NA,0
F2_185,9,10,13,-0.111111111111111,-0.1,-0.0769230769230769,9,6,56,870,14,133.75,1,0,NA,0,NA,1,1,0,22.65,1,1,25.875,29.325,19.325,1.33934565397958,1.133065738701,15.425,0,0.103672557568463,0.0986433074561131,4,398.75,NA,NA,0
F2_186,12,15,17,-0.0833333333333333,-0.0666666666666667,-0.0588235294117647,10,10,32,378,5,99,1,1,1.5,1,1.66666666666667,1,1,0,21.4166666666667,1.5,1.66666666666667,26.5166666666667,30.7666666666667,20.5833333333333,1.30339097007081,1.1602550733829,15.9166666666667,0,0.167551608191456,0.154908913602324,6,NA,210,72.86195316,0
F2_187,NA,NA,NA,NA,NA,NA,0,0,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_188,12,15,17,-0.0833333333333333,-0.0666666666666667,-0.0588235294117647,7,4,23,261,4,130.6,1,1,1.2,1,2.2,1,1,1,23,1.2,2.2,25.18,27.86,18.3,1.3971021966505,1.10558075026714,15,0,0.135716802635079,0.127263995765145,5,1006.25,203.5,68.25608774,0
F2_189,13,15,16,-0.0769230769230769,-0.0666666666666667,-0.0625,13,29,21,528,8,109,1,1,2.25,1,2.125,1,1,1,33.125,2.25,2.125,26.925,30.575,21.875,1.23565235202322,1.13580246385148,15.9875,0.0625,0.14765485471872,0.137720603493622,8,NA,31.5,63.40015211,0
F2_190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_191,10,12,16,-0.1,-0.0833333333333333,-0.0625,13,13,51,700,14,194,1,0,NA,0,NA,0,0,1,14.4,1,1,25.1,29.8,21.3,1.17840375586854,1.18725099601594,14.9,0,0,0,1,NA,NA,NA,0
F2_192,13,16,17,-0.0769230769230769,-0.0625,-0.0588235294117647,9,11,65,349,4,110.833333333333,1,1,1.66666666666667,1,1.83333333333333,1,1,1,23.1166666666667,1.66666666666667,1.83333333333333,26.5666666666667,30.85,21.85,1.21823678926482,1.16116355268462,14.8833333333333,0,0.268082573106329,0.237505974641087,6,76.25,NA,NA,0
F2_193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA
F2_194,11,13,15,-0.0909090909090909,-0.0769230769230769,-0.0666666666666667,10,12,51,710,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_195,13,15,17,-0.0769230769230769,-0.0666666666666667,-0.0588235294117647,11,21,79,479,4,113.5,1,0,NA,1,1.5,1,1,1,17.95,1,1.5,24.4833333333333,28.6,20.45,1.20420652821709,1.16768679799294,12.7333333333333,-0.333333333333333,0.010471975511966,0.0104175241884592,6,300,NA,NA,0
F2_196,10,12,14,-0.1,-0.0833333333333333,-0.0714285714285714,9,14,43,648,9,151,1,1,1.2,1,1.4,1,1,1,29.52,1.2,1.4,29.76,33.84,23.84,1.24843206601827,1.13717386217386,18.88,0.2,0.412176956150981,0.345132454271875,5,263.75,37.5,65.96685227,0
F2_197,10,11,13,-0.1,-0.0909090909090909,-0.0769230769230769,8,8,34,443,14,131,1,1,2,1,1.25,1,1,1,21.325,2,1.25,26.775,31.05,23.975,1.12193271503915,1.16133369762518,16.975,0.125,0.76026542216873,0.565464605730084,4,313.75,94,68.86049699,0
F2_198,13,15,17,-0.0769230769230769,-0.0666666666666667,-0.0588235294117647,12,16,60,424,5,106.666666666667,1,1,2,1,1.66666666666667,1,1,1,21.5666666666667,2,1.66666666666667,27.9166666666667,32.1833333333333,23.1,1.21073981719075,1.15293335261305,17.4833333333333,0.166666666666667,0.286932129027868,0.252261191425326,6,17.5,105.5,67.23186217,0
F2_199,15,17,17,-0.0666666666666667,-0.0588235294117647,-0.0588235294117647,5,1,0,169,5,143.666666666667,1,1,2,1,1.83333333333333,1,1,1,17.9,2,1.83333333333333,26.0333333333333,29.1833333333333,20.15,1.29543028889018,1.12405863899786,14.25,0,0,0,6,13.75,7,64.12671429,1
F2_200,12,15,17,-0.0833333333333333,-0.0666666666666667,-0.0588235294117647,4,4,11,148,4,119,1,0,NA,0,NA,0,0,1,17.7,1,1,26.3,30.1,21.2,1.24056603773585,1.14448669201521,15.6,0,0.100530964914873,0.0957927587215438,1,NA,NA,NA,0
F2_201,11,13,15,-0.0909090909090909,-0.0769230769230769,-0.0666666666666667,13,27,87,840,7,163.2,1,1,1.2,1,2.6,1,1,0,50.84,1.2,2.6,25.64,29.72,20.26,1.26605833275104,1.1593658598068,14.32,0,0.344318554833441,0.295887233981522,5,295,NA,NA,0
F2_202,11,13,15,-0.0909090909090909,-0.0769230769230769,-0.0666666666666667,16,31,114,479,11,120.2,1,1,1.4,1,2.4,1,1,1,19,1.4,2.4,25.34,29.48,20.38,1.24452070601664,1.16310952480266,15.84,0,0.306619442990364,0.267443223912576,5,NA,257,69.97345117,0
F2_203,11,13,15,-0.0909090909090909,-0.0769230769230769,-0.0666666666666667,13,18,99,479,7,135.4,1,0,NA,1,1.4,1,1,1,24.62,1,1.4,28.28,31.96,21.6,1.31225699377902,1.12981677286012,15.375,0,0.975150359674272,0.680644526935875,5,342.5,NA,NA,0
F2_204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_205,11,12,14,-0.0909090909090909,-0.0833333333333333,-0.0714285714285714,8,6,34,477,12,179,1,0,NA,0,NA,0,0,0,13.6,1,1,26.6,29.3,18.4,1.44565217391304,1.1015037593985,15,0,0,0,1,NA,NA,NA,0
F2_206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_207,12,15,NA,-0.0833333333333333,-0.0666666666666667,NA,6,4,35,91,3,113.8,1,1,2.4,1,1.4,1,1,1,29.96,2.4,1.4,28.78,33.78,23.38,1.23516532702293,1.1737367208664,16.1,-0.1,0.857026475899296,0.61897653961912,5,390.833333333333,65,68.26579391,0
F2_208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_209,10,12,15,-0.1,-0.0833333333333333,-0.0666666666666667,12,13,68,229,7,131,1,1,1.8,1,1.6,1,1,1,21.06,1.8,1.6,26.38,30.92,23.3,1.13086119711657,1.17489340952873,15.62,0.1,0.382017666676519,0.323544508676592,5,NA,326,68.92077393,0
F2_210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_211,12,14,17,-0.0833333333333333,-0.0714285714285714,-0.0588235294117647,11,6,58,322,3,122.8,1,1,1.8,1,1.4,1,1,1,21.4,1.8,1.4,25.1,29.2,19.54,1.28842678450691,1.16438849117983,15.3,0,0.175929188601028,0.162058633888877,5,NA,NA,NA,0
F2_212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_213,10,12,16,-0.1,-0.0833333333333333,-0.0625,8,10,54,528,9,157,1,0,NA,0,NA,1,0,1,17.1,1,1,25.5,28.55,18.95,1.34628293337808,1.12013888888889,15.05,0,0,0,2,NA,NA,NA,0
F2_214,10,12,15,-0.1,-0.0833333333333333,-0.0666666666666667,9,14,87,714,9,95,1,1,2.25,1,2.25,1,1,0,36.5875,2.25,2.25,26.3,30.8375,22.4375,1.17572665965288,1.17127227927337,15.175,-0.0625,0.472809694365264,0.387171933183715,8,116.25,73,68.25784429,0
F2_215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_216,16,19,23,-0.0625,-0.0526315789473684,-0.0434782608695652,2,1,0,13,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_217,14,17,19,-0.0714285714285714,-0.0588235294117647,-0.0526315789473684,1,1,1,12,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
F2_218,10,13,16,-0.1,-0.0769230769230769,-0.0625,10,12,69,612,9,82.1666666666667,1,1,1.33333333333333,1,1.33333333333333,1,1,1,23.1166666666667,1.33333333333333,1.33333333333333,28.85,33.6166666666667,22.4166666666667,1.30095596907918,1.16576647927481,16.6,-0.0833333333333333,0.823097275240526,0.60053685425128,6,NA,88,66.32807373,0
F2_219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_220,14,16,19,-0.0714285714285714,-0.0625,-0.0526315789473684,12,10,37,139,3,153.8,1,0,NA,1,1.2,1,1,0,22.92,1,1.2,26.78,31.14,21.74,1.23802213347179,1.16267584679394,16.725,0,0.266407057024414,0.236183802077363,5,NA,NA,NA,0
F2_221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_222,NA,NA,NA,NA,NA,NA,1,0,0,26,0,125.5,NA,1,1.5,1,1.83333333333333,1,1,1,29.7666666666667,1.5,1.83333333333333,29.4,34.1166666666667,24.8666666666667,1.18570651614896,1.16042030042213,17.3666666666667,0,0.349763982099664,0.299929749091806,NA,75,88,64.95240806,0
F2_223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2_224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
