ID,species,Tray,Germinated,Planted,Leaf 1 open,Leaf 2 open,Leaf 3 open,Top_burnt,Height_mm_day_21,Internode_1_day_21,Internode_2_day_21,Internode_3_day_21,Number_leaves_day_21
349,F2,43,5/10/2014,5/12/2014,5/21/2014,5/23/2014,5/25/2014,0,816,20,34,94,8
350,F2,43,5/10/2014,5/12/2014,5/20/2014,5/23/2014,5/25/2014,0,600,12,15,68,8
351,F2,44,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/26/2014,0,454,15,26,96,6
352,F2,44,5/10/2014,5/12/2014,5/21/2014,5/21/2014,5/25/2014,0,204,6,0,11,9
353,F2,44,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/25/2014,0,436,16,24,68,6
354,F2,44,5/10/2014,5/12/2014,5/21/2014,5/23/2014,5/26/2014,0,428,10,10,68,9
355,F2,44,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/27/2014,0,523,16,36,116,5
356,F2,44,5/10/2014,5/12/2014,5/23/2014,5/24/2014,5/27/2014,0,396,23,21,100,5
357,F2,44,5/10/2014,5/12/2014,5/22/2014,5/25/2014,5/26/2014,0,571,17,34,91,6
358,F2,44,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/27/2014,0,838,29,45,169,6
359,F2,45,5/10/2014,5/12/2014,5/22/2014,5/23/2014,5/26/2014,0,447,13,15,67,6
360,F2,45,5/10/2014,5/12/2014,5/22/2014,5/23/2014,5/26/2014,0,511,19,20,82,6
361,F2,45,5/10/2014,5/12/2014,5/21/2014,5/23/2014,5/26/2014,0,515,13,13,83,6
362,F2,45,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/27/2014,0,482,11,21,102,5
363,F2,45,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/26/2014,0,467,14,17,66,4
364,F2,45,5/10/2014,5/12/2014,5/21/2014,5/23/2014,5/26/2014,0,426,10,8,39,4
365,F2,45,5/10/2014,5/12/2014,5/22/2014,5/23/2014,5/27/2014,0,413,15,26,93,3
366,F2,45,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/27/2014,0,259,11,11,65,3
367,F2,46,5/10/2014,5/12/2014,5/21/2014,5/24/2014,5/26/2014,0,536,19,51,120,4
368,F2,46,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/30/2014,0,57,8,3,11,2
369,F2,46,5/10/2014,5/12/2014,5/20/2014,5/22/2014,5/26/2014,0,513,9,13,83,6
370,F2,46,5/10/2014,5/12/2014,5/22/2014,5/25/2014,5/29/2014,0,278,14,22,89,3
371,F2,46,5/10/2014,5/12/2014,5/22/2014,5/23/2014,5/28/2014,0,301,14,21,102,3
372,F2,46,5/10/2014,5/12/2014,5/24/2014,5/27/2014,6/1/2014,0,60,4,3,15,2
373,F2,46,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/28/2014,0,375,15,21,85,3
374,F2,46,5/10/2014,5/12/2014,5/22/2014,5/25/2014,5/29/2014,0,247,12,20,93,3
375,F2,47,5/10/2014,5/12/2014,5/22/2014,5/25/2014,5/29/2014,0,333,20,25,104,3
376,F2,47,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
377,F2,47,5/10/2014,5/12/2014,5/22/2014,5/23/2014,5/25/2014,0,105,8,13,45,5
378,F2,MISSING??,5/10/2014,5/12/2014,,,,,,,,,
379,F2,47,5/10/2014,5/12/2014,5/29/2014,5/30/2014,,0,43,22,4,4,1
380,F2,47,5/10/2014,5/12/2014,5/24/2014,5/27/2014,5/30/2014,0,129,18,18,39,2
381,F2,47,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/30/2014,0,177,23,21,58,2
382,F2,47,5/10/2014,5/12/2014,5/24/2014,5/27/2014,5/30/2014,0,135,16,21,45,2
383,F2,47,5/10/2014,5/12/2014,5/27/2014,5/29/2014,6/1/2014,0,69,17,14,13,2
384,F2,47,5/10/2014,5/12/2014,5/21/2014,5/24/2014,5/28/2014,0,311,13,11,61,3
385,F2,48,5/10/2014,5/12/2014,5/26/2014,5/28/2014,5/30/2014,0,152,19,22,43,2
386,F2,48,5/10/2014,5/12/2014,5/27/2014,5/29/2014,5/31/2014,0,83,14,14,26,2
387,F2,48,5/10/2014,5/12/2014,5/23/2014,5/26/2014,5/28/2014,0,325,23,31,80,3
388,F2,48,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,469,20,30,127,3
389,F2,48,5/10/2014,5/12/2014,5/28/2014,,,NA,NA,NA,NA,NA,NA
390,F2,48,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,330,19,25,86,3
391,F2,48,5/10/2014,5/12/2014,5/25/2014,5/28/2014,5/31/2014,0,163,19,30,59,2
392,F2,48,5/10/2014,5/12/2014,5/26/2014,5/29/2014,5/31/2014,0,119,18,27,27,2
393,F2,48,5/10/2014,5/12/2014,5/29/2014,5/31/2014,,0,47,18,10,7,1
394,F2,49,5/10/2014,5/12/2014,5/29/2014,5/31/2014,,0,43,12,5,2,1
395,F2,49,5/10/2014,5/12/2014,5/24/2014,5/28/2014,6/1/2014,0,208,18,41,84,2
396,F2,49,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/29/2014,0,339,18,38,117,3
397,F2,49,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
398,F2,49,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
399,F2,49,5/10/2014,5/12/2014,5/27/2014,5/30/2014,,0,56,14,2,1,1
400,F2,49,5/10/2014,5/12/2014,5/23/2014,5/26/2014,5/29/2014,0,357,13,25,127,3
401,F2,49,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
402,F2,50,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/29/2014,0,296,17,34,139,3
403,F2,50,5/10/2014,5/12/2014,5/26/2014,5/28/2014,5/31/2014,0,133,21,14,55,2
404,F2,50,5/10/2014,5/12/2014,5/24/2014,5/28/2014,5/29/2014,0,283,16,42,97,3
405,F2,50,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/29/2014,0,325,19,26,120,3
406,F2,50,5/10/2014,5/12/2014,5/25/2014,5/27/2014,5/31/2014,0,95,13,14,27,2
407,F2,50,5/10/2014,5/12/2014,5/25/2014,5/28/2014,5/29/2014,0,251,24,73,82,3
408,F2,50,5/10/2014,5/12/2014,5/26/2014,5/28/2014,5/29/2014,0,42,8,1,1,3
409,F2,50,5/10/2014,5/12/2014,5/24/2014,5/27/2014,5/29/2014,0,214,15,25,81,3
410,F2,51,5/10/2014,5/12/2014,5/25/2014,5/26/2014,5/29/2014,0,256,14,21,56,3
411,F2,51,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,506,16,26,131,4
412,F2,51,5/10/2014,5/12/2014,5/25/2014,5/28/2014,5/30/2014,0,192,10,15,75,2
413,F2,51,5/10/2014,5/12/2014,5/25/2014,5/27/2014,5/29/2014,0,217,16,23,67,3
414,F2,51,5/10/2014,5/12/2014,5/25/2014,5/27/2014,5/29/2014,0,163,12,15,44,3
415,F2,51,5/10/2014,5/12/2014,5/25/2014,5/25/2014,5/28/2014,0,257,10,88,84,3
416,F2,51,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
417,F2,51,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/29/2014,0,269,19,18,85,3
418,F2,52,5/10/2014,5/12/2014,5/24/2014,5/25/2014,5/27/2014,0,427,15,7,77,6
419,F2,52,5/10/2014,5/12/2014,5/27/2014,5/29/2014,,0,43,2,2,1,2
420,F2,52,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/27/2014,0,502,15,16,83,4
421,F2,52,5/10/2014,5/12/2014,5/27/2014,5/29/2014,5/31/2014,0,129,26,32,36,2
422,F2,52,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
423,F2,52,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,520,17,30,136,3
424,F2,52,5/10/2014,5/12/2014,5/23/2014,5/24/2014,5/26/2014,0,634,16,25,98,7
425,F2,52,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
426,F2,53,5/10/2014,5/12/2014,5/25/2014,5/27/2014,5/31/2014,0,157,14,27,62,2
427,F2,53,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
428,F2,53,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,392,13,22,127,3
429,F2,53,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,445,14,16,93,4
430,F2,53,5/10/2014,5/12/2014,5/24/2014,5/25/2014,5/29/2014,0,169,8,6,90,3
431,F2,53,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/29/2014,0,281,16,25,105,3
432,F2,53,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/26/2014,0,564,12,21,95,6
433,F2,53,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,395,17,22,105,4
434,F2,54,5/10/2014,5/12/2014,5/23/2014,5/27/2014,5/29/2014,0,134,5,21,45,6
435,F2,54,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
436,F2,54,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,408,15,32,124,3
437,F2,54,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/28/2014,0,264,11,15,73,3
438,F2,54,5/10/2014,5/12/2014,5/24/2014,5/27/2014,5/29/2014,0,229,12,24,70,3
439,F2,54,5/10/2014,5/12/2014,5/24/2014,5/27/2014,5/30/2014,0,285,18,30,104,2
440,F2,54,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/29/2014,0,244,9,13,79,3
441,F2,54,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
442,F2,55,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/29/2014,0,183,12,11,48,3
443,F2,55,5/10/2014,5/12/2014,5/22/2014,5/25/2014,5/27/2014,0,487,15,19,61,5
444,F2,55,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,1,435,13,16,86,5
445,F2,55,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
446,F2,55,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
447,F2,55,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/29/2014,0,296,10,7,70,3
448,F2,55,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
449,F2,55,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/26/2014,0,466,17,24,69,7
450,F2,55,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,434,9,15,72,5
451,F2,55,5/10/2014,5/12/2014,5/26/2014,5/28/2014,5/31/2014,0,88,11,11,36,2
452,F2,56,5/10/2014,5/12/2014,5/28/2014,5/31/2014,,0,65,16,13,4,1
453,F2,56,5/10/2014,5/12/2014,5/23/2014,5/26/2014,5/28/2014,0,389,14,41,72,4
454,F2,56,5/10/2014,5/12/2014,5/27/2014,5/31/2014,5/31/2014,0,59,5,6,12,1
455,F2,56,5/10/2014,5/12/2014,5/24/2014,5/25/2014,5/28/2014,0,464,16,20,112,3
456,F2,56,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,127,8,6,29,3
457,F2,56,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/28/2014,0,314,17,17,73,3
458,F2,56,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/29/2014,0,217,11,9,43,3
459,F2,56,5/10/2014,5/12/2014,5/24/2014,5/25/2014,5/28/2014,0,428,14,23,102,3
460,F2,56,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/27/2014,0,530,12,19,94,4
461,F2,56,5/10/2014,5/12/2014,5/25/2014,5/27/2014,5/30/2014,0,235,16,17,106,2
462,F2,57,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/28/2014,0,372,12,22,77,3
463,F2,57,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/28/2014,0,296,13,16,73,3
464,F2,57,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/27/2014,0,469,13,13,89,6
465,F2,57,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,0,462,13,24,122,3
466,F2,57,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
467,F2,57,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
468,F2,57,5/10/2014,5/12/2014,5/29/2014,5/31/2014,6/1/2014,0,21,4,2,3,1
469,F2,57,5/10/2014,5/12/2014,5/26/2014,5/28/2014,5/30/2014,0,198,17,35,74,2
470,F2,57,5/10/2014,5/12/2014,5/24/2014,5/28/2014,5/30/2014,0,115,11,17,35,2
471,F2,57,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
472,F2,58,5/10/2014,5/12/2014,5/27/2014,5/28/2014,5/29/2014,0,156,22,11,31,3
473,F2,58,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/28/2014,0,445,19,8,52,5
474,F2,58,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/28/2014,0,252,11,11,56,3
475,F2,58,5/10/2014,5/12/2014,5/26/2014,5/28/2014,5/30/2014,0,230,20,58,76,2
476,F2,58,5/10/2014,5/12/2014,5/24/2014,5/26/2014,5/28/2014,0,296,10,24,69,3
477,F2,58,5/10/2014,5/12/2014,5/26/2014,5/27/2014,5/29/2014,0,188,8,17,39,3
478,F2,58,5/10/2014,5/12/2014,5/24/2014,5/25/2014,5/28/2014,0,212,9,0,36,4
479,F2,58,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/28/2014,1,431,14,5,90,4
480,F2,58,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/27/2014,0,676,20,61,137,7
481,F2,58,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
482,F2,59,5/10/2014,5/12/2014,5/23/2014,5/26/2014,5/28/2014,0,426,11,11,62,3
483,F2,59,5/10/2014,5/12/2014,5/23/2014,5/24/2014,5/26/2014,0,465,12,11,53,4
484,F2,59,5/10/2014,5/12/2014,5/23/2014,5/24/2014,5/26/2014,1,418,13,4,49,4
485,F2,59,5/10/2014,5/12/2014,5/29/2014,,,0,13,0,0,0,0
486,F2,59,5/10/2014,5/12/2014,5/21/2014,5/23/2014,5/26/2014,0,827,15,24,99,7
487,F2,59,5/10/2014,5/12/2014,5/26/2014,5/26/2014,5/28/2014,0,69,6,2,1,4
488,F2,59,5/10/2014,5/12/2014,5/25/2014,5/28/2014,5/29/2014,0,283,13,7,88,3
489,F2,59,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/26/2014,0,707,13,28,82,9
490,F2,59,5/10/2014,5/12/2014,5/29/2014,5/31/2014,,0,14,0,0,0,1
491,F2,59,5/10/2014,5/12/2014,5/23/2014,5/25/2014,5/27/2014,0,521,17,16,82,4
492,F2,60,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/26/2014,0,759,13,14,94,6
493,F2,60,5/10/2014,5/12/2014,5/21/2014,5/24/2014,5/25/2014,0,930,12,21,87,7
494,F2,60,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/25/2014,0,749,9,9,52,10
495,F2,60,5/10/2014,5/12/2014,5/22/2014,5/24/2014,5/26/2014,0,730,11,12,71,6
496,F2,60,5/10/2014,5/12/2014,5/21/2014,5/23/2014,5/25/2014,0,734,10,12,63,9
497,F2,60,5/10/2014,5/12/2014,5/23/2014,5/23/2014,5/26/2014,0,602,10,67,96,5
498,F2,60,5/10/2014,5/12/2014,5/23/2014,5/23/2014,5/25/2014,0,259,3,2,1,7
499,F2,60,5/10/2014,5/12/2014,5/22/2014,5/23/2014,5/24/2014,1,423,14,18,77,10
500,F2,60,5/10/2014,5/12/2014,5/21/2014,5/24/2014,5/26/2014,0,762,12,22,116,6
501,F2,60,5/10/2014,5/12/2014,5/21/2014,5/23/2014,5/25/2014,0,672,12,14,78,11
502,F2,61,5/10/2014,5/12/2014,5/21/2014,5/23/2014,5/25/2014,0,839,14,29,76,12
503,F2,61,5/10/2014,5/12/2014,5/22/2014,5/25/2014,5/26/2014,0,637,10,31,54,8
504,F2,61,5/10/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
505,F2,61,5/10/2014,5/12/2014,5/25/2014,5/26/2014,5/28/2014,0,382,9,8,61,4
506,F2,61,5/10/2014,5/12/2014,5/24/2014,5/28/2014,5/30/2014,0,52,6,4,14,2
507,F2,61,5/10/2014,5/12/2014,5/25/2014,5/25/2014,5/26/2014,0,286,11,4,14,4
508,F2,61,5/10/2014,5/12/2014,5/25/2014,5/26/2014,5/28/2014,0,246,12,6,28,3
L_168,lacunosa,1,5/9/2014,5/9/2014,5/18/2014,5/20/2014,5/22/2014,1,544,16,14,94,8
L_169,lacunosa,2,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,737,17,24,82,9
L_170,lacunosa,3,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,400,13,11,70,7
L_171,lacunosa,4,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,727,11,14,74,7
L_172,lacunosa,5,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,822,14,16,89,9
L_173,lacunosa,6,5/9/2014,5/9/2014,5/18/2014,5/20/2014,5/22/2014,1,432,15,17,80,5
L_174,lacunosa,7,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,0,858,15,18,90,9
L_175,lacunosa,8,5/9/2014,5/9/2014,5/17/2014,5/19/2014,5/21/2014,1,743,15,18,90,9
L_176,lacunosa,9,5/9/2014,5/9/2014,5/18/2014,5/20/2014,5/22/2014,1,421,18,26,122,8
L_177,lacunosa,10,5/9/2014,5/9/2014,5/18/2014,5/20/2014,5/23/2014,1,414,20,32,102,6
L_178,lacunosa,11,5/9/2014,5/9/2014,5/18/2014,5/20/2014,5/23/2014,0,732,21,31,123,7
L_179,lacunosa,12,5/9/2014,5/9/2014,5/17/2014,5/20/2014,5/22/2014,1,522,15,20,80,7
L_180,lacunosa,14,5/9/2014,5/9/2014,5/18/2014,5/20/2014,5/23/2014,1,472,17,30,84,7
L_181,lacunosa,15,5/9/2014,5/9/2014,5/19/2014,5/21/2014,5/23/2014,1,712,17,18,101,7
L_182,lacunosa,16,5/9/2014,5/9/2014,5/19/2014,5/21/2014,5/22/2014,1,384,17,28,118,5
L_183,lacunosa,17,5/9/2014,5/11/2014,5/19/2014,5/21/2014,5/22/2014,0,848,13,12,63,9
L_184,lacunosa,18,5/9/2014,5/11/2014,5/18/2014,5/21/2014,5/23/2014,0,800,12,9,45,8
L_185,lacunosa,19,5/9/2014,5/11/2014,5/18/2014,5/21/2014,5/23/2014,0,678,11,9,48,9
L_186,lacunosa,20,5/9/2014,5/11/2014,5/19/2014,5/20/2014,5/22/2014,0,902,17,18,69,11
L_187,lacunosa,21,5/9/2014,5/11/2014,5/20/2014,5/21/2014,5/23/2014,0,770,18,15,65,8
L_188,lacunosa,23,5/9/2014,5/11/2014,5/18/2014,5/20/2014,5/22/2014,1,443,18,24,83,11
L_189,lacunosa,24,5/9/2014,5/11/2014,5/21/2014,5/22/2014,5/25/2014,0,722,16,14,59,9
L_190,lacunosa,25,5/9/2014,5/11/2014,5/23/2014,5/25/2014,5/27/2014,0,275,12,10,45,4
L_191,lacunosa,26,5/9/2014,5/11/2014,5/19/2014,5/22/2014,5/25/2014,0,682,13,20,55,5
L_192,lacunosa,27,5/9/2014,5/11/2014,5/18/2014,5/21/2014,5/23/2014,0,680,10,15,53,7
L_193,lacunosa,28,5/9/2014,5/11/2014,5/20/2014,5/23/2014,5/26/2014,0,452,16,16,64,5
L_194,lacunosa,29,5/9/2014,5/11/2014,5/20/2014,5/22/2014,5/25/2014,0,561,17,17,69,8
L_195,lacunosa,30,5/9/2014,5/11/2014,5/21/2014,5/23/2014,5/26/2014,0,399,16,16,63,4
L_196,lacunosa,31,5/9/2014,5/11/2014,5/23/2014,5/26/2014,5/30/2014,0,114,13,18,34,2
L_197,lacunosa,32,5/9/2014,5/11/2014,,,,NA,NA,NA,NA,NA,NA
L_198,lacunosa,33,5/9/2014,5/12/2014,5/27/2014,5/30/2014,5/31/2014,0,88,20,24,10,1
L_199,lacunosa,34,5/9/2014,5/12/2014,5/23/2014,5/25/2014,5/29/2014,0,240,13,13,77,3
L_200,lacunosa,35,5/9/2014,5/12/2014,,,,0,13,0,0,0,0
L_201,lacunosa,36,5/9/2014,5/12/2014,5/25/2014,5/27/2014,5/30/2014,0,184,16,16,81,2
L_202,lacunosa,37,5/9/2014,5/12/2014,5/21/2014,5/23/2014,5/27/2014,0,515,17,20,67,5
L_203,lacunosa,38,5/9/2014,5/12/2014,5/22/2014,5/24/2014,5/27/2014,0,352,13,11,59,4
L_204,lacunosa,39,5/9/2014,5/12/2014,5/22/2014,5/26/2014,5/28/2014,0,191,10,13,46,3
L_205,lacunosa,40,5/9/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
L_206,lacunosa,41,5/9/2014,5/12/2014,5/22/2014,5/24/2014,5/26/2014,0,465,15,19,57,4
L_207,lacunosa,42,5/9/2014,5/12/2014,5/21/2014,5/23/2014,5/25/2014,1,542,19,28,90,7
L_208,lacunosa,44,5/9/2014,5/12/2014,5/23/2014,5/24/2014,5/26/2014,0,473,20,12,92,6
L_209,lacunosa,45,5/9/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
L_210,lacunosa,46,5/9/2014,5/12/2014,5/23/2014,5/26/2014,5/28/2014,0,258,20,17,77,3
L_211,lacunosa,47,5/9/2014,5/12/2014,,,,NA,NA,NA,NA,NA,NA
L_212,lacunosa,49,5/9/2014,5/12/2014,5/27/2014,5/30/2014,6/1/2014,0,47,14,7,6,1
L_213,lacunosa,50,5/9/2014,5/12/2014,5/26/2014,5/29/2014,5/31/2014,0,83,14,11,19,2
L_214,lacunosa,51,5/9/2014,5/12/2014,5/25/2014,5/29/2014,5/31/2014,0,166,15,15,50,3
L_215,lacunosa,52,5/9/2014,5/12/2014,5/24/2014,5/26/2014,5/28/2014,0,357,14,16,72,4
L_216,lacunosa,53,5/9/2014,5/12/2014,5/22/2014,5/24/2014,5/26/2014,0,367,17,17,76,5
L_217,lacunosa,54,5/9/2014,5/12/2014,5/29/2014,5/31/2014,6/1/2014,0,61,19,14,8,1
CAA,cordatotriloba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL5,F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPR,lacunosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
